epochs,auroc_mean,auroc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
1,0.5662776241625542,0.12840701899338777,0.0015625,0.004941058844013093,0.0051282051282051195,0.01621680851368397,0.00239520958083832,0.007574317748906287
5,0.5674872796151348,0.12649823708790714,0.0016129032258064516,0.005100447838981257,0.005128205128205128,0.016216808513683997,0.00245398773006135,0.007760190577100318
10,0.568433084647438,0.12423784794206384,0.0016260162601626018,0.005141914894582731,0.005128205128205128,0.016216808513683997,0.0024691358024691358,0.007808092988070072
