train_score_quantile,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,clean_flag_rate_mean,clean_flag_rate_std
0.9,0.013116102142929072,0.0159580606500008,0.14899721990109366,0.20861659940483296,0.02328390419610177,0.027798345295666882,0.18502405876156164,0.10094322692769618
0.93,0.007520427634427844,0.013886545182117276,0.05224864513243279,0.06657854500596785,0.012370821981162019,0.021252050441152723,0.1528727090903181,0.09270529006266488
0.95,0.0011830065359477123,0.00286099866148565,0.007985347985347984,0.017665149273942908,0.0020484848484848485,0.004899545943660015,0.12130601370123695,0.06954541052296745
0.97,0.0015625,0.004941058844013093,0.005128205128205128,0.016216808513683997,0.0023952095808383233,0.007574317748906299,0.08677405438686212,0.04968105921388797
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.06885431715546463,0.04132435665787562
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.048205036462637615,0.02139070758009472
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.038169989296598025,0.01584278034670037
