split_seed,method,scope,precision,recall,f1,auroc,n,positives
20260407,LOF,motor_stall,0.1185185185185185,1.0,0.2119205298013245,0.99890301530153,2254,32
20260407,LOF,gradual_sensor_drift,0.1407942238267148,0.975,0.2460567823343848,0.989525202520252,2262,40
20260407,LOF,accelerated_battery_degradation,0.1590106007067137,1.0,0.274390243902439,0.988998899889989,2267,45
20260407,LOF,gps_jitter_spoofing,0.1018867924528302,0.9,0.1830508474576271,0.9457995799579958,2252,30
20260407,LOF,intermittent_software_hang,0.1152416356877323,1.0,0.2066666666666666,0.9950930576928662,2253,31
20260407,LSTM Autoencoder,all_faults,0.3502304147465437,0.5277777777777778,0.4210526315789473,0.8135648616734144,2120,144
20260407,LSTM Autoencoder,motor_stall,0.1607142857142857,1.0,0.2769230769230769,0.9910968660968662,2003,27
20260407,LSTM Autoencoder,gradual_sensor_drift,0.1607142857142857,1.0,0.2769230769230769,0.9925401109611636,2003,27
20260407,LSTM Autoencoder,accelerated_battery_degradation,0.0,0.0,0.0,0.5831758884390463,2021,45
20260407,LSTM Autoencoder,gps_jitter_spoofing,0.0844155844155844,0.6842105263157895,0.1502890173410404,0.8229544001704666,1995,19
20260407,LSTM Autoencoder,intermittent_software_hang,0.06,0.3461538461538461,0.1022727272727272,0.8352343506695734,2002,26
20260408,Isolation Forest,all_faults,0.2003891050583657,0.5919540229885057,0.2994186046511627,0.8196910080449442,2400,174
20260408,Isolation Forest,motor_stall,0.0947136563876652,1.0,0.1730382293762575,0.9739860841221086,2269,43
20260408,Isolation Forest,gradual_sensor_drift,0.0441860465116279,0.5757575757575758,0.0820734341252699,0.8088431484657901,2259,33
20260408,Isolation Forest,accelerated_battery_degradation,0.0024271844660194,0.0294117647058823,0.0044843049327354,0.6211748850483589,2260,34
20260408,Isolation Forest,gps_jitter_spoofing,0.0616438356164383,0.75,0.1139240506329113,0.8723544973544974,2262,36
20260408,Isolation Forest,intermittent_software_hang,0.0306603773584905,0.4642857142857143,0.0575221238938053,0.7688679245283019,2254,28
20260408,One-Class SVM,all_faults,0.3197781885397412,0.9942528735632185,0.4839160839160839,0.9881094380931726,2400,174
20260408,One-Class SVM,motor_stall,0.1046228710462287,1.0,0.1894273127753304,0.9974717399026306,2269,43
20260408,One-Class SVM,gradual_sensor_drift,0.0822942643391521,1.0,0.152073732718894,0.994357319829018,2259,33
20260408,One-Class SVM,accelerated_battery_degradation,0.0845771144278607,1.0,0.1559633027522936,0.9917221605623382,2260,34
20260408,One-Class SVM,gps_jitter_spoofing,0.086848635235732,0.9722222222222222,0.1594533029612756,0.9605919936108616,2262,36
20260408,One-Class SVM,intermittent_software_hang,0.0707070707070707,1.0,0.1320754716981132,0.9973607367475292,2254,28
20260408,LOF,all_faults,0.4332493702770781,0.9885057471264368,0.6024518388791593,0.9908242195164771,2400,174
20260408,LOF,motor_stall,0.1604477611940298,1.0,0.2765273311897106,0.9998223949518376,2269,43
20260408,LOF,gradual_sensor_drift,0.127906976744186,1.0,0.2268041237113402,0.997359035094884,2259,33
20260408,LOF,accelerated_battery_degradation,0.1312741312741312,1.0,0.2320819112627986,0.9916759156492786,2260,34
20260408,LOF,gps_jitter_spoofing,0.1312741312741312,0.9444444444444444,0.2305084745762712,0.967817210741739,2262,36
20260408,LOF,intermittent_software_hang,0.1106719367588932,1.0,0.199288256227758,0.9978500834295982,2254,28
20260408,LSTM Autoencoder,all_faults,0.2203389830508474,0.6923076923076923,0.3342857142857143,0.8389780388755275,2120,169
20260408,LSTM Autoencoder,motor_stall,0.0940919037199124,1.0,0.172,0.9965312958172912,1994,43
20260408,LSTM Autoencoder,gradual_sensor_drift,0.0675675675675675,1.0,0.1265822784810126,0.9859900905518536,1981,30
20260408,LSTM Autoencoder,accelerated_battery_degradation,0.0,0.0,0.0,0.4695329695178942,1985,34
20260408,LSTM Autoencoder,gps_jitter_spoofing,0.0547945205479452,0.7058823529411765,0.1016949152542373,0.8551873850514066,1985,34
20260408,LSTM Autoencoder,intermittent_software_hang,0.0460829493087557,0.7142857142857143,0.0865800865800865,0.8684374313538845,1979,28
20260409,Isolation Forest,all_faults,0.3442622950819672,0.4090909090909091,0.373887240356083,0.8925795931584,2400,154
20260409,Isolation Forest,motor_stall,0.1724137931034483,0.7575757575757576,0.2808988764044944,0.9669580938503468,2279,33
20260409,Isolation Forest,gradual_sensor_drift,0.1111111111111111,0.4166666666666667,0.175438596491228,0.9273028594043732,2282,36
20260409,Isolation Forest,accelerated_battery_degradation,0.04,0.2,0.0666666666666666,0.8728227960819235,2271,25
20260409,Isolation Forest,gps_jitter_spoofing,0.0476190476190476,0.1935483870967742,0.0764331210191082,0.8062792634935224,2277,31
20260409,Isolation Forest,intermittent_software_hang,0.0909090909090909,0.4137931034482758,0.1490683229813664,0.8741210427733594,2275,29
20260409,One-Class SVM,all_faults,0.4421364985163205,0.9675324675324676,0.6069246435845214,0.9873844988493252,2400,154
20260409,One-Class SVM,motor_stall,0.1493212669683258,1.0,0.2598425196850393,0.9968766021749104,2279,33
20260409,One-Class SVM,gradual_sensor_drift,0.1569506726457399,0.9722222222222222,0.2702702702702703,0.9938099831799742,2282,36
20260409,One-Class SVM,accelerated_battery_degradation,0.1173708920187793,1.0,0.2100840336134453,0.9926892252894034,2271,25
20260409,One-Class SVM,gps_jitter_spoofing,0.1255813953488372,0.8709677419354839,0.2195121951219512,0.957171171688737,2277,31
